Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
HH_TENURE_PERS,Household: Tenure,"Identifies whether a person lives in a household that owns or rents the accommodation that it occupies. Owner-occupied accommodation can be: owned outright; with a mortgage or loan; or part-owned on a shared ownership scheme. Rented accommodation can be: private rented or social rented through a local council or housing association. This variable applies to all people living in households. As such, this variable reports 'No code required' for the subset of the population living in communal establishments.",-8,No code required
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",0,No qualifications
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"Level 1: 1 to 4 GCSEs, O levels, CSEs (any grades); 1 AS Level; NVQ level 1; or equivalent"
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,"Level 2: 5 or more GCSEs (A*-C or 9-4), O levels (passes) CSEs (grade 1); 1 A level, 2-3 AS Levels; NVQ level 2, BTEC General, City and Guilds Craft; or equivalent"
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,Apprenticeship
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,"Level 3: 2 or more A Levels, 4 or more AS Levels; NVQ Level 3, BTEC National, OND, ONC, City and Guilds Advanced Craft; or equivalent"
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,"Level 4 and above: Degree (BA, BSc), foundation degree, NVQ Level 4 and above, HND, HNC, professional qualifications (teaching or nursing, for example), or equivalent"
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",6,"Other: Other qualifications, equivalent unknown"
HIGHEST_QUALIFICATION,Qualifications (Highest Level),"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",0,No qualifications
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"Level 1: 1 to 4 GCSEs, O levels, CSEs (any grades); 1 AS Level; NVQ level 1; or equivalent"
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,"Level 2: 5 or more GCSEs (A*-C or 9-4), O levels (passes) CSEs (grade 1); 1 A level, 2-3 AS Levels; NVQ level 2, BTEC General, City and Guilds Craft; or equivalent"
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,"Level 3: 2 or more A Levels, 4 or more AS Levels; NVQ Level 3, BTEC National, OND, ONC, City and Guilds Advanced Craft; or equivalent"
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,"Level 4 and above: Degree (BA, BSc), foundation degree, NVQ Level 4 and above, HND, HNC, professional qualifications (teaching or nursing, for example), or equivalent"
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,"Other: Apprenticeships; other qualifications, equivalent unknown"
HIGHEST_QUALIFICATION_AGG7,Qualifications (Highest Level) - 7 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
HIGHEST_QUALIFICATION_IND,Qualifications (Highest Level) - 3 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",0,No qualifications
HIGHEST_QUALIFICATION_IND,Qualifications (Highest Level) - 3 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,Has qualifications
HIGHEST_QUALIFICATION_IND,Qualifications (Highest Level) - 3 Categories,"Qualifications (Highest Level) is highest level qualification held by the individual as stated on census. For qualifications gained outside Northern Ireland, respondents were directed to select the nearest equivalent. This variable is applicable to people aged 16 and over. As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
HOURS_WORKED_AGG3,Hours Worked - 3 Categories,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,Part-time: 30 hours or less worked per week
HOURS_WORKED_AGG3,Hours Worked - 3 Categories,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,Full-time: 31+ hours worked per week
HOURS_WORKED_AGG3,Hours Worked - 3 Categories,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
HOURS_WORKED_AGG5,Hours Worked,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,Part-time: 15 hours or less worked per week
HOURS_WORKED_AGG5,Hours Worked,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,Part-time: 16-30 hours worked per week
HOURS_WORKED_AGG5,Hours Worked,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,Full-time: 31-48 hours worked per week
HOURS_WORKED_AGG5,Hours Worked,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,Full-time: 49+ hours worked per week
HOURS_WORKED_AGG5,Hours Worked,"The number of hours per week that a person worked in their main job. This includes paid and unpaid overtime. Hours Worked is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"A Agriculture, forestry and fishing"
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,B Mining and quarrying
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,C Manufacturing
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,"D Electricity, gas, steam and air conditioning supply"
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,"E Water supply; sewerage, waste management and remediation activities"
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",6,F Construction
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",7,G Wholesale and retail trade; repair of motor vehicles and motor cycles
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",8,H Transport and storage
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",9,I Accommodation and food service activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",10,J Information and communication
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",11,K Financial and insurance activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",12,L Real estate activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",13,"M Professional, scientific and technical activities"
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",14,N Administrative and support service activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",15,O Public administration and defence; compulsory social security
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",16,P Education
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",17,Q Human health and social work activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",18,"R Arts, entertainment and recreation"
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",19,S Other service activities
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",20,T Activities of household as employers; undifferentiated goods and services - producing activities of households for own use
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",21,U Activities of extra-territorial organisations and bodies
INDUSTRY_1_DIGIT,Industry (Current) - 22 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"A Agriculture, forestry and fishing"
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,B Mining and quarrying
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,C Manufacturing
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,"D Electricity, gas, steam and air conditioning supply"
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,"E Water supply; sewerage, waste management and remediation activities"
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",6,F Construction
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",7,G Wholesale and retail trade; repair of motor vehicles and motor cycles
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",8,H Transport and storage
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",9,I Accommodation and food service activities
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",10,J Information and communication
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",11,K Financial and insurance activities
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",12,L Real estate activities
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",13,"M Professional, scientific and technical activities"
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",14,N Administrative and support service activities
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",15,O Public administration and defence; compulsory social security
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",16,P Education
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",17,Q Human health and social work activities
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",18,R S T U Other
INDUSTRY_1_DIGIT_AGG19,Industry (Current) - 19 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"A, B, D, E Agriculture, energy and water"
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,C Manufacturing
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,F Construction
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,G Wholesale and retail trade; repair of motor vehicles and motor cycles
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,H Transport and storage
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",6,I Accommodation and food service activities
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",7,J Information and communication
INDUSTRY_AGG16,Industry (Current) - 16 Categories,"The industry classification of people who were in employment in the week before Census Day (21 March 2021). The responses are coded to a modified version of the UK Standard Industrial Classification of Economic Activities 2007 - UK SIC (2007). Industry is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",8,K Financial and insurance activities
